,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng,label
87,4da158b09aa4721e9071f919,Kudu (كودو),Fast Food Restaurant,False,24.78684212673268,46.63405539383268, Al Aqeeq District حي العقيق,False,128,6.5,"24.7798792,46.6268087019194",0
88,5d56ea503a559e0007bf64e5,Catch Of The Day,Seafood Restaurant,False,24.764101,46.624141, Al Aqeeq District حي العقيق,False,211,7.1,"24.7798792,46.6268087019194",0
89,5a6a23f61499466d519b0825,Ghadwa Ashwa EXPRESS (غدوة عشوة اكسبريس),Theme Restaurant,False,24.76197180240489,46.625661909170866, Al Aqeeq District حي العقيق,True,114,8.6,"24.7798792,46.6268087019194",0
90,5cc3137d286fda0039b43bad,بر,Theme Restaurant,False,24.755953,46.629914, Al Aqeeq District حي العقيق,False,5,6.4,"24.7798792,46.6268087019194",0
91,539cac73498ef2194142e51f,استراحة تركي بن محمد,Theme Restaurant,False,24.781893277781915,46.61653764737605, Al Aqeeq District حي العقيق,False,0,7.8,"24.7798792,46.6268087019194",0
92,5bd897d5acb00b00394610d8,Big Chefs,Turkish Restaurant,False,24.75559960346732,46.6305651778601, Al Aqeeq District حي العقيق,True,526,6.3,"24.7798792,46.6268087019194",0
93,572370e4498e113c95a00ae3,Döner House (دونر هاوس),Doner Restaurant,False,24.795824233869066,46.629354800628136, Al Aqeeq District حي العقيق,False,217,6.6,"24.7798792,46.6268087019194",0
94,5d67bcdead15640008f1b0de,Buffalo,American Restaurant,False,24.755666,46.631598, Al Aqeeq District حي العقيق,False,0,7.9,"24.7798792,46.6268087019194",0
95,58a02c82288b6a52f5dda1b1,نور الرياض البخاري,Afghan Restaurant,False,24.739399652464204,46.644038693579596, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
96,5dc93e61d7386c0007ab53be,Ovvi Lounge & Restaurant,American Restaurant,False,24.726594,46.644039, Al Muhammadiyah District حي المحمدية,True,477,8.3,"24.731797649999997,46.64991017633719",0
97,510a60b4e4b0fb795389ce90,One O One (ون اوْ ون),Fast Food Restaurant,False,24.723195804047283,46.65222649099481, Al Muhammadiyah District حي المحمدية,False,739,8.6,"24.731797649999997,46.64991017633719",0
98,5b716f0e95a722002c9af8af,Masami Sushi (مسامي سوشي),Sushi Restaurant,False,24.723247,46.645712, Al Muhammadiyah District حي المحمدية,False,453,8.1,"24.731797649999997,46.64991017633719",0
99,520a84ca498ef0f4696218f5,Le Chateau (لو شاتّو),Chinese Restaurant,False,24.72639161774031,46.65246697629049, Al Muhammadiyah District حي المحمدية,False,3382,8.2,"24.731797649999997,46.64991017633719",0
100,530a3dd311d2ee2f042c73f3,Rosters,Austrian Restaurant,False,24.73767471313477,46.65851211547852, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
