,venue_Neighborhood,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,venue_distance,venue_postalCode,venue_city,venue_state,venue_formattedAddress,venue_neighborhood,venue_address,venue_crossStreet
4,malga,58d7d9c092ca4c5b4f843659,Rojina Restaurant & Cafe (روجينا كافيه),Middle Eastern Restaurant,False,24.675439,46.673676,15778,12312,الرياض,منطقة الرياض‎,"['الرياض - المعذر الشمالي - طريق مكة المكرمة الفرعي (Makkah road)', 'الرياض 12312', 'المملكة العربية السعودية']",,الرياض - المعذر الشمالي - طريق مكة المكرمة الفرعي,Makkah road
7,malga,56f518e6498e0c68f1c6eb7a,Burj Al Hamam Bistro (برج الحمام),Lebanese Restaurant,False,24.75457169964024,46.61027497335812,5229,13513,الرياض,منطقة الرياض‎,"['Hitten', 'الرياض 13513', 'المملكة العربية السعودية']",,Hitten,
11,malga,568dbdf2498e6b03d0289860,Zaatar w Zeit (زعتر و زيت),Middle Eastern Restaurant,False,24.75055328551828,46.61282300949097,5718,,الرياض,منطقة الرياض‎,"['Prince Turki Bin Abdulaziz Al Awwal Rd (Exit 2)', 'الرياض', 'المملكة العربية السعودية']",,Prince Turki Bin Abdulaziz Al Awwal Rd,Exit 2
16,malga,5c9d0e36a22db7002c6695be,Harat (حارات),Lebanese Restaurant,False,24.772345766653995,46.67554223225528,8197,12467,الرياض,منطقة الرياض‎,"['2717 8089 الطريق الدائري الشمالي الفرعي الرياض 12467, Riyadh 8089', 'الرياض 12467', 'المملكة العربية السعودية']",Al-Maseef,"2717 8089 الطريق الدائري الشمالي الفرعي الرياض 12467, Riyadh 8089",
17,malga,5d336ffe898bc70008b4a987,Em Sherif Café (أم شريف),Lebanese Restaurant,False,24.73141601883096,46.649343967437744,9149,12362,الرياض,منطقة الرياض‎,"['The Zone (شارع التخصصي)', 'الرياض 12362', 'المملكة العربية السعودية']",,The Zone,شارع التخصصي
18,malga,5c2079f618d43b002c06e8ba,Goodies,Lebanese Restaurant,False,24.702249025586294,46.698423845345246,14757,12223,الرياض,منطقة الرياض‎,"['Riyadh (Tahliya Street)', 'الرياض 12223', 'المملكة العربية السعودية']",,Riyadh,Tahliya Street
25,malga,4f0c86d2e4b0baf830f4628e,Mama Noura (ماما نورة),Middle Eastern Restaurant,False,24.76850457901074,46.761596162968786,16651,,الرياض,منطقة الرياض‎,"['King Abdullah Rd.', 'الرياض', 'المملكة العربية السعودية']",,King Abdullah Rd.,
27,malga,4e41bd8218a8627fce3e4bb9,Shawaiat Al Khalij (شواية الخليج),Middle Eastern Restaurant,False,24.753585743031543,46.76950831575136,17850,13214,الرياض,منطقة الرياض‎,"['7476 Khalid Bin Alwalid', 'الرياض 13214', 'المملكة العربية السعودية']",,7476 Khalid Bin Alwalid,
30,malga,4edfae7829c25233b60632a8,فروج الشفا,Middle Eastern Restaurant,False,24.567343304756562,46.70217683504406,27934,,,,"['الشفا', 'المملكة العربية السعودية']",,الشفا,
31,malga,5a9bdac6da5e5656bc21fa50,Maqloba (مقلوبة),Middle Eastern Restaurant,False,24.745678401701436,46.62002150927111,6432,12391,الرياض,منطقة الرياض‎,"['Prince Turki Bin Abdulaziz Alawal Road (Prince Turki Bin Abdulaziz Alawal Road)', 'الرياض 12391', 'المملكة العربية السعودية']",Al-Nakheel,Prince Turki Bin Abdulaziz Alawal Road,Prince Turki Bin Abdulaziz Alawal Road
32,malga,4e91de0b30f81ec6000305c0,ورق التوت,Middle Eastern Restaurant,False,24.759436367912922,46.67381494062667,8702,,الرياض,منطقة الرياض‎,"['الرياض حي المصيف (طريق الملك عبدالعزيز)', 'الرياض', 'المملكة العربية السعودية']",,الرياض حي المصيف,طريق الملك عبدالعزيز
35,malga,507c645ce4b0697bf5706cf4,مطعم الحمراء البخاري,Middle Eastern Restaurant,False,24.78082115213011,46.636772627187284,4266,13515,الرياض,,"['Qassim Rd', 'الرياض 13515', 'المملكة العربية السعودية']",Al-Aqeek,Qassim Rd,
36,malga,5467a1cd498e62d4c6ac119d,Zaatar w Zeit (زعتر و زيت),Middle Eastern Restaurant,False,24.782813753475132,46.66167416846389,6476,,الرياض,منطقة الرياض‎,"['King Abdulaziz Rd', 'الرياض', 'المملكة العربية السعودية']",,King Abdulaziz Rd,
39,malga,4f3f840ae4b08b2471eb419a,Shawaiat Al Khalij (شواية الخليج),Middle Eastern Restaurant,False,24.69482164456019,46.649979268000344,12799,,الرياض,منطقة الرياض‎,"['أم الحمام', 'الرياض', 'المملكة العربية السعودية']",,أم الحمام,
43,malga,4cb15c2e75ebb60cfbd3ccad,Golden Saj Restaurant (مطعم الصاج الذهبي),Middle Eastern Restaurant,False,24.644636212458114,46.700784270435676,20108,,الرياض,المنطقة الوسطى,"['شارع عمرو بن العاص (Television Square)', 'الرياض', 'المملكة العربية السعودية']",Ash-Shomaisi,شارع عمرو بن العاص,Television Square
46,malga,5a930880fe3740171f68c404,DDR مطعم لذة المأكل,Middle Eastern Restaurant,False,24.807403579949742,46.61617950198871,1731,11322,الملقا,منطقة الرياض‎,"['Anas Bin Malek Rd شارع انس بن مالك مقابل الدانوب (أنس بن مالك)', 'الملقا 11322', 'المملكة العربية السعودية']",Al-Malqa,Anas Bin Malek Rd شارع انس بن مالك مقابل الدانوب,أنس بن مالك
47,malga,50338ca2e4b0412b1014a962,شواية الخليج,Middle Eastern Restaurant,False,24.59617201717113,46.63647147679544,23057,,,منطقة الرياض‎,"['Madina Munwarah Rd', 'المملكة العربية السعودية']",,Madina Munwarah Rd,
48,malga,5914d3dcd69ed00d25f3c4ad,لذائذ,Middle Eastern Restaurant,False,24.840498386984848,46.80683021562626,21291,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
1,malga,54678216498e2e08a232a6ff,ghanache,Modern European Restaurant,False,24.693025,46.67682,14247,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
2,malga,566743a5498e06aab98f2a61,tege,Modern European Restaurant,False,24.691584,46.679787,14545,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
6,malga,5709ed56498e150639cbbd93,Al Zaatar Albarry (الزعتر البري),Middle Eastern Restaurant,False,24.804032352664507,46.694254875183105,9460,,الرياض,منطقة الرياض‎,"['Othman Bin Affan Rd.', 'الرياض', 'المملكة العربية السعودية']",,Othman Bin Affan Rd.,
0,malga,5825dc90e9e6fe0327ba5620,Famille Mary فاميلي ماري,Molecular Gastronomy Restaurant,False,24.736002,46.647298,8608,,,,['المملكة العربية السعودية'],,,
1,malga,58eb9555e0adac258f576f98,|| منتج الطبيعة || عسل مانوكا | أغذية عضوية,Molecular Gastronomy Restaurant,False,24.766943,46.789692,19467,13223,الرياض,منطقة الرياض‎,"['3351 ابي سعيد الخدري، الخليج', 'الرياض 13223', 'المملكة العربية السعودية']",,3351 ابي سعيد الخدري، الخليج,
2,malga,56674327498e323a856eeb83,palabwanay,Molecular Gastronomy Restaurant,False,24.691475,46.679715,14551,,,,['المملكة العربية السعودية'],,,
3,malga,50f43419e4b0462a6c8e3bf4,Al-Jawhara NAAFI Canteen,Molecular Gastronomy Restaurant,False,24.747083517758945,46.544631824719815,8233,,,,['المملكة العربية السعودية'],,,
4,malga,52fc994f498ec066f9764bfb,إيدبل أرينجمنتس خصم خاص لعملاء البنك السعودي للاستثمار اصيل كافئ نفسك,Molecular Gastronomy Restaurant,False,24.691655625396667,46.692005059040305,15252,,,,"['الرياض العليا', 'المملكة العربية السعودية']",,الرياض العليا,
5,malga,56622102498e7d1d090d1d97,kemvolar,Molecular Gastronomy Restaurant,False,24.691573,46.679733,14543,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
0,malga,5dfdff0f3913a80007a8f48e,مطعم شمال الرياض البخاري,Pakistani Restaurant,False,24.820496,46.686114,8906,13323,الرياض,منطقة الرياض‎,"['الرياض 13323', 'المملكة العربية السعودية']",,,
1,malga,5790a03f498e651432a0e66a,مطعم ضيافة الرياض,Pakistani Restaurant,False,24.834463,46.65505,6652,11555,الرياض,11555,"['الياسمين (القنا)', 'الرياض 11555', 'المملكة العربية السعودية']",,الياسمين,القنا
2,malga,57e3add8498e2474f594fb89,مطعم ديوان عثمانية,Pakistani Restaurant,False,24.797034,46.785181,18646,,,,['المملكة العربية السعودية'],,,
3,malga,5c36e56b51950e002c3e1793,اطلق فوال بالبديعه,Pakistani Restaurant,False,24.613914,46.673356,22056,12755,الرياض,منطقة الرياض‎,"['الرياض 12755', 'المملكة العربية السعودية']",,,
4,malga,57f76d21498e66b4452b8640,مطعم بخاري.,Pakistani Restaurant,False,24.696371,46.806717,23848,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
5,malga,59a7133959fe5c0af14e6d79,Quetta Grill,Pakistani Restaurant,False,24.678799,46.708576,17412,12624,الرياض,منطقة الرياض‎,"['الرياض 12624', 'المملكة العربية السعودية']",,,
6,malga,54a44440498e87a65d8e12ec,Nirala Fish,Pakistani Restaurant,False,24.674354178234342,46.71145931170812,17981,,,,['المملكة العربية السعودية'],,,
7,malga,59c3993aa9fe124f49ec896c,Peshawari Chapli Kabab,Pakistani Restaurant,False,24.617823,46.712234,23276,12653,الرياض,منطقة الرياض‎,"['الرياض 12653', 'المملكة العربية السعودية']",Al-Bathaa,,
8,malga,5da6f03fa48672000717e927,Pakistani Restaurant,Pakistani Restaurant,False,24.687824,46.640863,13208,12329,الرياض,منطقة الرياض‎,"['الرياض 12329', 'المملكة العربية السعودية']",,,
9,malga,56544fdc498ecdb84efc1277,مطعم قرية البهارات ( لاثاني ),Pakistani Restaurant,False,24.701920769440907,46.67828894778403,13509,,الرياض,منطقة الرياض‎,"['الرياض (العليا خلف مستشفى سليمان الحبيب)', 'العليا', 'المملكة العربية السعودية']",,الرياض,العليا خلف مستشفى سليمان الحبيب
10,malga,575d833c498e51d08ddf9fa4,Pak House,Pakistani Restaurant,False,24.66369988692183,46.70553532152212,18575,,,,['المملكة العربية السعودية'],,,
11,malga,5e5ea37103634e00088efa4f,Fast Food Restraunt,Pakistani Restaurant,False,24.671774,46.730238,19432,12831,الرياض,منطقة الرياض‎,"['الرياض 12831', 'المملكة العربية السعودية']",,,
12,malga,54245388498e8e9b84d8f651,مطعم باكستاني,Pakistani Restaurant,False,24.798601009280095,46.7413254247883,14212,,,,['المملكة العربية السعودية'],,,
13,malga,5908682928374e0476048e17,مذاق الحياه  للبخاري,Pakistani Restaurant,False,24.868515,46.640099,8530,,الرياض,منطقة الرياض‎,"['طريق أبوبكر الصديق', 'الرياض', 'المملكة العربية السعودية']",,طريق أبوبكر الصديق,
14,malga,56c20a9ccd10c0f8ff53adb2,مطعم باكستاني pak house,Pakistani Restaurant,False,24.772489,46.779646,18355,,,,['المملكة العربية السعودية'],Al-Khaleej,,
15,malga,57c6ee1b498ead1bf95aeed7,ZamZam,Pakistani Restaurant,False,24.80960298069054,46.75418347120284,15540,,الرياض,منطقة الرياض‎,"['Riyadh Saudi Arabia (Ibn Muqlah Street)', 'الرياض', 'المملكة العربية السعودية']",,Riyadh Saudi Arabia,Ibn Muqlah Street
16,malga,5548f0ef498e836279e61f3b,Spices Village (قرية البهارات),North Indian Restaurant,False,24.702127152246177,46.69175975854671,14325,,,,['المملكة العربية السعودية'],,,
17,malga,542d8f6f498e2182c16befa1,Marhaba Restaurant,Pakistani Restaurant,False,24.733808517456055,46.678138732910156,10806,,,,['المملكة العربية السعودية'],,,
18,malga,58d5814b02b60e44cc8ca4f4,مطعم أفاق المني,Pakistani Restaurant,False,24.823292,46.747217,15015,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
19,malga,5635a691498e155daa5794a8,Restaurant Pakistani مطعم الباكستاني,Pakistani Restaurant,False,24.657961,46.800059,25669,,الرياض,منطقة الرياض‎,"['Al Jazeerah District (Street 2)', 'الرياض', 'المملكة العربية السعودية']",,Al Jazeerah District,Street 2
20,malga,5345714b498e2ea01385d0c8,Al-Nourus,Pakistani Restaurant,False,24.632197300084467,46.750354653813645,24103,,,,"['I', 'المملكة العربية السعودية']",,I,
21,malga,5673c1ed498e87c83553160f,Nirala Sweets and Restaurant,Pakistani Restaurant,False,24.674254130922165,46.71144007034716,17988,,الرياض,منطقة الرياض‎,"['Hara (Wazarat)', 'الرياض', 'المملكة العربية السعودية']",,Hara,Wazarat
22,malga,5c9e62e595d986002c80ce6a,بسطة الحارة,Pakistani Restaurant,False,24.81858,46.656024,5932,13322,الرياض,منطقة الرياض‎,"['الرياض 13322', 'المملكة العربية السعودية']",,,
23,malga,5702c0e1498e32425717a330,مطاعم ركن العثمانية Rukn Al-Usmania Restaurant,Pakistani Restaurant,False,24.83592817980576,46.771002367232754,17647,,الرياض,منطقة الرياض‎,"['Mounasiah', 'الرياض', 'المملكة العربية السعودية']",,Mounasiah,
24,malga,5e2b157c965a8a0007107060,Karachi Biryani-Riyadh,Pakistani Restaurant,False,24.605343,46.732658,25518,12684,الرياض,منطقة الرياض‎,"['Al Batha, 7949 3260, Riyadh', 'الرياض 12684', 'المملكة العربية السعودية']",,"Al Batha, 7949 3260, Riyadh",
25,malga,58b0943919b1ad5493470187,Wirsa Restaurant,Pakistani Restaurant,False,24.657713,46.812283,26667,,,,['المملكة العربية السعودية'],,,
26,malga,59eaef5c95a7222dabd8149f,فوال محمد,Pakistani Restaurant,False,24.572688,46.652892,25928,12987,,منطقة الرياض‎,"['12987', 'المملكة العربية السعودية']",,,
27,malga,5bd22d2846e1b6002c9ee17d,Bar.B.Q Tonight (باربكيو تونايت),Pakistani Restaurant,False,24.56758,46.688139,27419,14713,الرياض,منطقة الرياض‎,"['Dirab Road', 'الرياض 14713', 'المملكة العربية السعودية']",,Dirab Road,
28,malga,4e25379352b17b2b5dcc5461,Islamabad Restaurant,Pakistani Restaurant,False,24.699160996494268,46.64121580466923,12025,,الرياض,منطقة الرياض‎,"['Umal Hammam', 'الرياض', 'المملكة العربية السعودية']",,Umal Hammam,
29,malga,5e7208f046a4ad00082aa872,Food Palace Restaurant,Pakistani Restaurant,False,24.663743,46.705457,18567,12612,الرياض,منطقة الرياض‎,"['الرياض 12612', 'المملكة العربية السعودية']",,,
30,malga,4f3f87a8e4b0a5f251e36239,Kababish,Pakistani Restaurant,False,24.675905444375427,46.70652710373668,17537,,الرياض,منطقة الرياض‎,"['Al Tufika Path', 'الرياض', 'المملكة العربية السعودية']",,Al Tufika Path,
31,malga,58bf0109000bef1274a522ba,Zouq Mughal (ذوق مغل) (ذوق مغل),Pakistani Restaurant,False,24.81857822014768,46.643124445318826,4724,,الرياض,منطقة الرياض‎,"['Anas Ibn Malik Road (King Abdul Aziz Road)', 'الرياض', 'المملكة العربية السعودية']",,Anas Ibn Malik Road,King Abdul Aziz Road
32,malga,577052d4498ec3ff8fb116c0,Red Masala,Pakistani Restaurant,False,24.672534,46.706508,17835,,,,['المملكة العربية السعودية'],,,
33,malga,52ecec17498eb4e8ba838cae,Kashmir Restaurant Batha,Pakistani Restaurant,False,24.608395898271787,46.71838659502664,24496,,,,['المملكة العربية السعودية'],,,
34,malga,4c87ffd57223b1f792ff27a8,La Sani (لاثاني),Pakistani Restaurant,False,24.70507657104682,46.67771799989883,13191,8818,الرياض,منطقة الرياض‎,"['2546 رقم 74, Al Ulaya', 'الرياض 8818', 'المملكة العربية السعودية']",,"2546 رقم 74, Al Ulaya",
35,malga,4bc207bcf8219c747421b410,Lahori Khabay,Pakistani Restaurant,False,24.677917,46.708153,17462,12624,الرياض,منطقة الرياض‎,"['الرياض 12624', 'المملكة العربية السعودية']",,,Haara District
36,malga,50a1524ce4b0f56d62944aed,Zalal Restaurant (مطاعم الزلال),Pakistani Restaurant,False,24.710206158383155,46.692415734162275,13693,21840,الرياض,منطقة الرياض‎,"['الرياض 21840', 'المملكة العربية السعودية']",,,
37,malga,5360fe7d498eed0ebea2d1dd,چپل كباب,Pakistani Restaurant,False,24.679063,46.708403,17378,,الرياض,منطقة الرياض‎,"['Hara', 'الرياض', 'المملكة العربية السعودية']",,Hara,
38,malga,5373ad42498eb8ad81c79130,Farid Restaurant,Pakistani Restaurant,False,24.626908329237857,46.69626970596627,21629,,,,['المملكة العربية السعودية'],,,
39,malga,4dac932da86e771ea750f558,Marhaba Restaurant,Pakistani Restaurant,False,24.682680495370118,46.688754268414094,15872,11521,الرياض,منطقة الرياض‎,"['العليا olaya (العليا العام)', 'الرياض 11521', 'المملكة العربية السعودية']",,العليا olaya,العليا العام
40,malga,4d53c1eebbbf37040d383878,Al-Hamra Restaurant (مطعم الرحاب),Asian Restaurant,False,24.66892574201534,46.70898943083944,18307,11614,الرياض,منطقة الرياض‎,"['شارع ابن النديم', 'الرياض 11614', 'المملكة العربية السعودية']",Al-Muraba,شارع ابن النديم,
0,malga,5c0a8713dab4b1002c2955f9,Nando's Turki Square,Portuguese Restaurant,False,24.6758563,46.6681677,15484,13512,الرياض,منطقة الرياض‎,"['Prince Turki Bin Abdulaziz Al Awwal Rd N', 'الرياض 13512', 'المملكة العربية السعودية']",,Prince Turki Bin Abdulaziz Al Awwal Rd N,
1,malga,5c0a86fd81635b002cf0885a,Nando's Tahlia Street Riyadh,Portuguese Restaurant,False,24.6993842,46.6896181,14425,12241,الرياض,منطقة الرياض‎,"['Prince Muhammad Bin Abdulaziz Road', 'الرياض 12241', 'المملكة العربية السعودية']",,Prince Muhammad Bin Abdulaziz Road,
2,malga,5dfce194227f9b0008cf0f8c,Nando’s (ناندوز),Portuguese Restaurant,False,24.781576,46.730557,13295,13241,الرياض,منطقة الرياض‎,"['1sr Floor Mear Food Court (Granada Mall)', 'الرياض 13241', 'المملكة العربية السعودية']",,1sr Floor Mear Food Court,Granada Mall
3,malga,5c0a8711bcbf7a00395ae735,Nando's Rubeen Plaza,Portuguese Restaurant,False,24.7530421,46.6253442,5864,13512,الرياض,منطقة الرياض‎,"['Northern Ring Branch Road', 'الرياض 13512', 'المملكة العربية السعودية']",,Northern Ring Branch Road,
4,malga,566220b2498e897cbc594d0c,tufakekero,Portuguese Restaurant,False,24.691417,46.679638,14552,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
5,malga,5a99537fda5e5656bc1c646e,Nando's (ناندوز),Portuguese Restaurant,False,24.67583336985869,46.66827632639794,15491,13713,الرياض,منطقة الرياض‎,"['المعذر الشمالي (Prince Turki Al Awwal Rd.)', 'الرياض 13713', 'المملكة العربية السعودية']",Al-Mathar,المعذر الشمالي,Prince Turki Al Awwal Rd.
6,malga,5b97c076e17910002cee9fba,Cilicia Restaurant,Portuguese Restaurant,False,24.738488,46.628967,7495,,الرياض,منطقة الرياض‎,"['الرياض', 'المملكة العربية السعودية']",,,
7,malga,58ce361015fb433bd0a3fd3c,Nando's (ناندوز),Portuguese Restaurant,False,24.699242855244705,46.68986539171984,14453,12241,الرياض,منطقة الرياض‎,"['Prince Mohammed bin Abdulaziz St.', 'الرياض 12241', 'المملكة العربية السعودية']",Al Tahlia,Prince Mohammed bin Abdulaziz St.,
8,malga,56b0f8a5498e22d232fcdeba,Nando's (ناندوز),Portuguese Restaurant,False,24.75290331038598,46.62545041333241,5882,12385,الرياض,منطقة الرياض‎,"['Rubeen Plaza (Northern Ring Branch Rd.)', 'الرياض 12385', 'المملكة العربية السعودية']",Hitteen,Rubeen Plaza,Northern Ring Branch Rd.
9,malga,5bcf1206894eac0039adaf87,Nando's,Portuguese Restaurant,False,24.7720435,46.6752791,8185,12467,الرياض,منطقة الرياض‎,"['Northern Ring Road', 'الرياض 12467', 'المملكة العربية السعودية']",,Northern Ring Road,
1,malga,5c29e562f62e09002c047f63,Give Me Five (قيڤ مي فايڤ),Restaurant,False,24.763387,46.746887,15348,13216,الرياض,منطقة الرياض‎,"['Alhamra (King Abdullah Rd)', 'الرياض 13216', 'المملكة العربية السعودية']",,Alhamra,King Abdullah Rd
2,malga,52e3d584498e4eb9ba2ca33d,فوال الطائف,Restaurant,False,24.75701,46.801828,20902,,الرياض,منطقة الرياض‎,"['Al Nahda Dis. (Al Mustanser Billah St.)', 'الرياض', 'المملكة العربية السعودية']",,Al Nahda Dis.,Al Mustanser Billah St.
3,malga,5be71312610f04002cf5d0df,Fawal Abo Zaid (فوال أبو زيد),Restaurant,False,24.667328,46.707067,18335,12626,الرياض,منطقة الرياض‎,"['الرياض 12626', 'المملكة العربية السعودية']",,,
4,malga,5b51dff195d986002ce4d108,حاشي باشا,Restaurant,False,24.83424641993562,46.81011550197037,21485,13254,الرياض,منطقة الرياض‎,"['الرياض 13254', 'المملكة العربية السعودية']",,,
5,malga,5c04f61e515d6a0025600209,مجبوس الفريج,Restaurant,False,24.794492,46.86385,26601,14813,الرياض,منطقة الرياض‎,"['الرياض 14813', 'المملكة العربية السعودية']",,,
6,malga,5a5aee67da5e564531bb9f1a,قصر الفلافل,Restaurant,False,24.597366,46.587796,22676,14913,الرياض,منطقة الرياض‎,"['الرياض 14913', 'المملكة العربية السعودية']",,,
8,malga,5b99f15d3731ee0039b1430f,City Fresh Kitchen (AC1),Restaurant,False,24.976784,46.68919,21538,13462,الرياض,منطقة الرياض‎,"['Riyadh Airports Company (AC1)', 'الرياض 13462', 'المملكة العربية السعودية']",Mathar Al-Malik Khalid Al-Diwali,Riyadh Airports Company (AC1),
10,malga,5c98c0829cadd9002c774081,2 EAT,Restaurant,False,24.6917679574221,46.67367696762085,14197,12314,الرياض,منطقة الرياض‎,"['Prince Muhammad Bin Abdulaziz Rd', 'الرياض 12314', 'المملكة العربية السعودية']",,Prince Muhammad Bin Abdulaziz Rd,
11,malga,5d571db1c0e1a400080d67e6,Red Box,Restaurant,False,24.771132,46.620619,3861,13515,الرياض,منطقة الرياض‎,"['الرياض 13515', 'المملكة العربية السعودية']",,,
12,malga,5d3dc6be5c2b8900077fc541,Low calories,Restaurant,False,24.771196,46.620693,3859,13515,الرياض,منطقة الرياض‎,"['العقيق (طريق الامير محمد بن سعد بن عبدالعزيز)', 'الرياض 13515', 'المملكة العربية السعودية']",,العقيق,طريق الامير محمد بن سعد بن عبدالعزيز
17,malga,5ae7d0e8d4cc98002cdfdf05,Catch 22,Restaurant,False,24.731407,46.64855,9107,12364,الرياض,منطقة الرياض‎,"['The Zone', 'الرياض 12364', 'المملكة العربية السعودية']",,The Zone,
18,malga,5cd341b23c858d002caf4277,EAT UP (ايت اب),Restaurant,False,24.74187,46.648503,8141,12381,الرياض,منطقة الرياض‎,"['Imam Saud Bin Abdulaziz Bin Mohammed Road (Takhassusi St)', 'الرياض 12381', 'المملكة العربية السعودية']",,Imam Saud Bin Abdulaziz Bin Mohammed Road,Takhassusi St
19,malga,5d081d1f3fcee8002c658580,Surround (سراوند),Restaurant,False,24.73921,46.627948,7381,12373,الرياض,منطقة الرياض‎,"['Prince Turki Al Awwal Rd.', 'الرياض 12373', 'المملكة العربية السعودية']",Al-Nakeal,Prince Turki Al Awwal Rd.,
21,malga,5b6334a046e1b6002cb95fbe,Eat Smart,Restaurant,False,24.830824900086206,46.637839133668066,5029,13326,الرياض,منطقة الرياض‎,"['King Abdulaziz Street', 'الرياض 13326', 'المملكة العربية السعودية']",,,King Abdulaziz Street
22,malga,5cb0909ce706550025d2371c,Fit House,Restaurant,False,24.797917255438552,46.78232587327125,18356,13225,الرياض,منطقة الرياض‎,"['الرياض 13225', 'المملكة العربية السعودية']",,,
23,malga,5c7a989b5315930039e72d0c,FLEX KITCHEN (فلكس كيتشن),Restaurant,False,24.815588976236043,46.68828195519757,9002,13317,الرياض,منطقة الرياض‎,"['الرياض 13317', 'المملكة العربية السعودية']",,,
24,malga,5b3ce816b3d8e2002c660071,The Diet Station,Restaurant,False,24.745614,46.723935,13885,12445,الرياض,منطقة الرياض‎,"['الرياض 12445', 'المملكة العربية السعودية']",,,
25,malga,5bcb73bf03132000390f1703,Boga (بوقا),Restaurant,False,24.807832593455313,46.61791349799299,1910,13521,الرياض,منطقة الرياض‎,"['Anas Ibn Malik Rd.', 'الرياض 13521', 'المملكة العربية السعودية']",,Anas Ibn Malik Rd.,
27,malga,58c34239f229950961c38270,Mashagheeth Cafe (مطعم و مقهى مشاغيث),Restaurant,False,24.817512921309138,46.732808333505105,13478,,الرياض,منطقة الرياض‎,"['Qurtubah (Saad bin Yazeed st)', 'الرياض', 'المملكة العربية السعودية']",Qurtubah,Qurtubah,Saad bin Yazeed st
28,malga,5d03edf1f05ca8002dcc5010,Le Vert,Restaurant,False,24.73216,46.648319,9024,12362,الرياض,منطقة الرياض‎,"['The Zone', 'الرياض 12362', 'المملكة العربية السعودية']",Al-Muhammadiyah,The Zone,
30,malga,540ea801498eebce791f7313,Lean Meals (لين ميلز),Restaurant,False,24.782651380522836,46.70587721025867,10817,,الرياض,منطقة الرياض‎,"['Othman Bin Affan Rd', 'الرياض', 'المملكة العربية السعودية']",,Othman Bin Affan Rd,
33,malga,59e27984780eee43f8ed5eab,Lean Meals (لين ميلز),Restaurant,False,24.72640540439332,46.78491406216173,20376,14221,الرياض,منطقة الرياض‎,"['Imam AlShafea St.', 'الرياض 14221', 'المملكة العربية السعودية']",,Imam AlShafea St.,
34,malga,5d5323846892ab000810661d,OffWhite Lounge Al waha (اوف وايت لاونج  الواحة),Restaurant,False,24.746401,46.723552,13811,12445,الرياض,منطقة الرياض‎,"['Uthman Ibn Affan Rd. (عثمان بن عفان)', 'الرياض 12445', 'المملكة العربية السعودية']",,Uthman Ibn Affan Rd.,عثمان بن عفان
35,malga,536e07f8498ee2f0d56d8f91,Zaatar w Zeit (زعتر و زيت),Restaurant,False,24.817714762721373,46.73202046455146,13402,,الرياض,منطقة الرياض‎,"['Saeed Bin Zaid St (Cordoba Center)', 'الرياض', 'المملكة العربية السعودية']",,Saeed Bin Zaid St,Cordoba Center
36,malga,56833693498e1753ae2dfd72,The Mansion Lounge (ذا مانشن),Restaurant,False,24.694107426500192,46.67764663696289,14191,,الرياض,منطقة الرياض‎,"['Tahlia St. (King Fahad Rd)', 'الرياض', 'المملكة العربية السعودية']",,Tahlia St.,King Fahad Rd
37,malga,5a924a3fd41bb75e48e43cd1,شعبيات ابو زيد,Restaurant,False,24.667713657548266,46.70683206095271,18286,12626,الرياض,منطقة الرياض‎,"['Prince Abdulaziz Ibn Musaid St.', 'الرياض 12626', 'المملكة العربية السعودية']",,Prince Abdulaziz Ibn Musaid St.,
38,malga,54cb0903498eb6d4661d77d7,كبدة الدريهمية,Restaurant,False,24.584241131907103,46.686922740263505,25628,,,,['المملكة العربية السعودية'],,,
39,malga,4ffadbcee4b02ca33dc0beb3,Shwaiat Al-Khalih (شواية الخليج),Restaurant,False,24.684406251925928,46.797027563785456,23699,,الرياض,منطقة الرياض‎,"['حي الجزيرة (شارع هارون الرشيد)', 'الرياض', 'المملكة العربية السعودية']",,حي الجزيرة,شارع هارون الرشيد
40,malga,57dfcac8498e9b5d0088cae8,Kudu (كودو),Restaurant,False,24.69341894218484,46.604786663217595,11953,,الرياض,منطقة الرياض‎,"['Prince Mishal Bin Abdulaziz (Irgah)', 'الرياض', 'المملكة العربية السعودية']",,Prince Mishal Bin Abdulaziz,Irgah
41,malga,5b171b8fb04056002cbca309,Kabsat (كبسات),Restaurant,False,24.829429776360602,46.74673074558848,15096,,الرياض,منطقة الرياض‎,"['حي قرطبة', 'الرياض', 'المملكة العربية السعودية']",,حي قرطبة,
42,malga,500872fee4b06f74a8b843c1,فوال الطايف,Restaurant,False,24.683788815370917,46.79816346739584,23832,,,,['المملكة العربية السعودية'],,,
43,malga,50b26900e4b0923cb62e8b7c,Al-Rabwah Kitchens مطابخ الربوة,Restaurant,False,24.67696553184068,46.770503820073735,22012,,,,['المملكة العربية السعودية'],,,
