,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng
20,55af1c4f498e1576ac9784d0,فوال نزومي,African Restaurant,False,24.683920238987465,46.67317231143322, Al Olaya District حي العليا,False,2,7.8,"24.69216205,46.686588958007334"
21,5749fefc498e87674ec37615,ارض الحمام,African Restaurant,False,24.596567,46.637378000000005, Zahrat al Badiah District ظهرة البديعة,False,9,6.9,"24.59795765,46.64831865202828"
22,50597af1e4b05af93ee41710,نعمان للفول,African Restaurant,False,24.738315128621092,46.667518615722656, King Fahd District حي الملك فهد,False,0,7.8,"24.740602850000002,46.67036378467072"
23,5bfb5f0a2b9844002cf54340,فوال سوداني,African Restaurant,False,24.736411,46.675503000000006, King Fahd District حي الملك فهد,False,0,7.8,"24.740602850000002,46.67036378467072"
24,5965bad62bf9a95ff7f9888c,الفوال اللي جنب المكتب,African Restaurant,False,24.594137,46.746727, Al Aziziyah District حي العزيزية,False,0,7.8,"24.58942265,46.77363440285736"
25,4f186dece4b01bd097d5f56a,Abou Shakra,African Restaurant,False,24.76233842676888,46.67207831522035, Almuruj District حي المروج,False,1,7.8,"24.758710649999998,46.661198204891505"
26,5dc93e61d7386c0007ab53be,Ovvi Lounge & Restaurant,American Restaurant,False,24.726594,46.644039, Al Muhammadiyah District حي المحمدية,True,477,8.3,"24.731797649999997,46.64991017633719"
27,57fc1c19498e064f77f60978,Texas Roadhouse (تكساس رودهاوس),American Restaurant,False,24.77875881440021,46.73424983573365, Ghirnatah District حي غرناطة,False,509,8.4,"24.7919157,46.74432949210845"
28,510a60b4e4b0fb795389ce90,One O One (ون اوْ ون),Fast Food Restaurant,False,24.723195804047283,46.65222649099481, Al Muhammadiyah District حي المحمدية,False,739,8.6,"24.731797649999997,46.64991017633719"
29,5cf54cb7b9b37b002c190987,The Cheesecake Factory,American Restaurant,False,24.755442000000002,46.629806, Al Aqeeq District حي العقيق,False,586,9.3,"24.7798792,46.6268087019194"
30,57fad9fc498e90a7831c4525,The Cheesecake Factory (ذي تشيزكيك فاكتوري),American Restaurant,False,24.778321909340573,46.734382280620444, Ghirnatah District حي غرناطة,False,3099,9.1,"24.7919157,46.74432949210845"
31,50d5bf47e4b021b282a64e2c,T.G.I. Friday's,American Restaurant,False,24.807839468620273,46.665737240492994, Al Rabiea District حي الربيع,False,869,7.6,"24.797262699999997,46.66386796457978"
32,570a9f57498e2c6e7b0b1e4f,Chili's (تشيليز),American Restaurant,False,24.809332944265194,46.66831501186555, Al Rabiea District حي الربيع,False,395,7.5,"24.797262699999997,46.66386796457978"
33,5a5de4130457b76a1a0cb48e,Fuddruckers,American Restaurant,False,24.805651280866694,46.66016355699361, Al Rabiea District حي الربيع,False,256,7.0,"24.797262699999997,46.66386796457978"
34,4b865e39f964a520968731e3,T.G.I. Friday's (فرايديز),American Restaurant,False,24.70495866655266,46.66452563441796, Al-Ma'athar Al-Shimali District حي المعذر الشمالي,False,943,7.7,"24.69216205,46.66616924924594"
35,5d51ba41d0288900087c2ea7,Pondo,American Restaurant,False,24.742213,46.649347, Almuruj District حي المروج,False,141,8.1,"24.758710649999998,46.661198204891505"
36,4bcc31a7b6c49c74e64b9391,Chili's (تشيليز),Tex-Mex Restaurant,False,24.703645112508315,46.70111487425382, Al Olaya District حي العليا,False,1409,7.6,"24.69216205,46.686588958007334"
37,563260d1498e40d020b5d872,Steak House (ستيك هاوس),American Restaurant,False,24.824292827342838,46.65724052308649, Al Yasmin District,True,680,8.3,"24.8227909,46.63976191406831"
